candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
POHWANG,http://myneta.info/2008Nagaland/candidate.php?candidate_id=156,Phomching,BJP,0,10th Pass,543000,0,543000,44,ST,MON,NA,,false,false,Male
PONGOM,http://myneta.info/2008Nagaland/candidate.php?candidate_id=207,Thonoknyu,IND,0,12th Pass,100000,0,100000,57,ST,TUENSANG,NA,,false,false,Male
PRASIELIE PIENYU,http://myneta.info/2008Nagaland/candidate.php?candidate_id=33,Northern Angami - I,IND,0,12th Pass,7856546,0,7856546,10,ST,KOHIMA,NA,,false,false,Male
PUKHAYI,http://myneta.info/2008Nagaland/candidate.php?candidate_id=61,Aghunato,NPF,0,Graduate,8076000,0,8076000,34,ST,ZUNHEBOTO,NA,,false,false,Male
PUKYONG,http://myneta.info/2008Nagaland/candidate.php?candidate_id=179,Longleng,JD(S),0,Graduate,50000,0,50000,50,ST,LONGLENG,NA,,false,false,Male
PUSHOU,http://myneta.info/2008Nagaland/candidate.php?candidate_id=214,Thonoknyu,NCP,0,10th Pass,1350000,0,1350000,57,ST,TUENSANG,NA,,false,false,Male
R. SOPU ANGAMI,http://myneta.info/2008Nagaland/candidate.php?candidate_id=30,Kohima Town,BJP,0,10th Pass,32066458,0,32066458,9,ST,KOHIMA,NA,,false,false,Male
R. TOHANBA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=215,Shamtorr-Chessore,NPF,0,Post Graduate,16700000,0,16700000,58,ST,TUENSANG,NA,,false,false,Male
R. TSAPIKIU SANGTAM,http://myneta.info/2008Nagaland/candidate.php?candidate_id=20,Pungro-Kiphire,RJD,0,Graduate,1800000,0,1800000,60,ST,KIPHIRE,NA,,false,false,Male
R.L. AKAMBA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=19,Pungro-Kiphire,INC,0,Graduate,8050000,0,8050000,60,ST,KIPHIRE,NA,,false,false,Male
R.S. SANGTAM,http://myneta.info/2008Nagaland/candidate.php?candidate_id=3,Dimapur-I,IND,0,10th Pass,450000,0,450000,1,GEN,DIMAPUR,NA,,false,false,Male
RALANTHUNG,http://myneta.info/2008Nagaland/candidate.php?candidate_id=139,Sanis,NPF,0,Post Graduate,4250000,0,4250000,39,ST,WOKHA,NA,,false,false,Male
RHAKILA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=197,Tuensang Sadar-II,NCP,0,8th Pass,2200000,0,2200000,54,ST,TUENSANG,NA,,false,false,Female
ROKONICHA,http://myneta.info/2008Nagaland/candidate.php?candidate_id=15,Ghaspani-II,NPF,0,Graduate,3697000,0,3697000,5,ST,DIMAPUR,NA,,false,false,Male
