candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks,party_eci
Shyam Lal,http://myneta.info/hp2012/candidate.php?candidate_id=73,MANDI,IND,0,Post Graduate,9246187,1748000,7498187,33,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Shyama Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=582,NAHAN,HLP,0,Post Graduate,20554700,0,20554700,56,GEN,SIRMOUR,SHIVALIK REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Sita Ram Dhiman,http://myneta.info/hp2012/candidate.php?candidate_id=54,SHIMLA,BSP,0,Graduate,4308000,40000,4268000,63,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Smt. Sushma Devi,http://myneta.info/hp2012/candidate.php?candidate_id=104,DEHRA,NCP,0,12th Pass,2591000,73000,2518000,10,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Sohan Lal,http://myneta.info/hp2012/candidate.php?candidate_id=235,SUNDERNAGAR,INC,0,Post Graduate,72143505,11365806,60777699,27,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Subhash Chand,http://myneta.info/hp2012/candidate.php?candidate_id=187,DHARAMSHALA,IND,0,Graduate,5313182,100000,5213182,18,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Sudershan Angeria,http://myneta.info/hp2012/candidate.php?candidate_id=438,DHARAMSHALA,BSP,0,Graduate Professional,8599177,0,8599177,18,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Sudesh Kumari,http://myneta.info/hp2012/candidate.php?candidate_id=264,BHATTIYAT,CPM,2,Graduate,1231000,0,1231000,5,GEN,CHAMBA,BEAS RIVER REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Communist Party of India (Marxist)
Sudha Sushant,http://myneta.info/hp2012/candidate.php?candidate_id=178,FATEHPUR,IND,0,Doctorate,19108440,2904858,16203582,8,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Independent
Sudhir Sharma,http://myneta.info/hp2012/candidate.php?candidate_id=433,DHARAMSHALA,INC,0,Graduate,28425954,2025874,26400080,18,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=433&id2=5,28425954,4870373,23555581,484%,NA,Indian National Congress
Sujan Singh Pathania,http://myneta.info/hp2012/candidate.php?candidate_id=397,FATEHPUR,INC,0,Graduate,62844666,1874922,60969744,8,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=397&id2=342,62844666,45562199,17282467,38%,NA,Indian National Congress
Sukh Ram,http://myneta.info/hp2012/candidate.php?candidate_id=147,PAONTA SAHIB,BJP,0,12th Pass,18479741,1452774,17026967,58,GEN,SIRMOUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=147&id2=93,18479741,2715000,15764741,581%,Age Difference=48 PAN was missing last time,Bharatiya Janata Party
Sukhbinder Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=294,INDORA (SC),BHBP,0,10th Pass,120000,0,120000,7,SC,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Bahujan Party
Sukhvinder Singh,http://myneta.info/hp2012/candidate.php?candidate_id=49,NADAUN,INC,0,Post Graduate,21550105,950000,20600105,40,GEN,HAMIRPUR,SHIVALIK REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=49&id2=109,21550105,15030250,6519855,43%,Age Difference=48,Indian National Congress
Sulekha Devi,http://myneta.info/hp2012/candidate.php?candidate_id=577,DEHRA,SP,0,5th Pass,2005000,638000,1367000,10,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Samajwadi Party
Sunder Lal,http://myneta.info/hp2012/candidate.php?candidate_id=463,SERAJ,BSP,0,10th Pass,600000,0,600000,29,GEN,MANDI,BEAS RIVER REGION,true,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Sunder Singh Negi,http://myneta.info/hp2012/candidate.php?candidate_id=218,KINNAUR (ST),NCP,0,12th Pass,3462800,288806,3173994,68,ST,KINNAUR,GREATER HIMALAYAS,false,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Sunder Singh Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=303,KULLU,INC,0,Graduate Professional,144043674,12795596,131248078,23,GEN,KULLU,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Sunil Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=513,PALAMPUR,LJP,0,Graduate,221245,0,221245,19,GEN,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Sunita,http://myneta.info/hp2012/candidate.php?candidate_id=557,KUTLEHAR,HLP,0,Post Graduate,3407873,0,3407873,45,GEN,UNA,BEAS RIVER REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Suraksha Devi,http://myneta.info/hp2012/candidate.php?candidate_id=185,DHARAMSHALA,LJP,0,Post Graduate,3730139,793000,2937139,18,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Female,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Surender Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=494,DHARAMPUR,AITC,0,10th Pass,435000,0,435000,32,GEN,MANDI,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,All India Trinamool Congress
Suresh Bhardwaj,http://myneta.info/hp2012/candidate.php?candidate_id=52,SHIMLA,BJP,0,Graduate Professional,5554665,0,5554665,63,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=52&id2=73,5554665,3879097,1675568,43%,NA,Bharatiya Janata Party
Suresh Chandel,http://myneta.info/hp2012/candidate.php?candidate_id=324,BILASPUR,BJP,1,Post Graduate,16616355,7341940,9274415,48,GEN,BILASPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Suresh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=495,DHARAMPUR,IND,0,Graduate,17868000,2300000,15568000,32,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Suresh Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=34,PACHHAD (SC),BJP,0,Post Graduate,4693948,2828925,1865023,55,SC,SIRMOUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Surinder Bhardwaj,http://myneta.info/hp2012/candidate.php?candidate_id=255,CHURAH (SC),INC,0,Graduate Professional,11820000,500000,11320000,1,SC,CHAMBA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=255&id2=85,11820000,6332974,5487026,87%,NA,Indian National Congress
Surinder Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=160,SHIMLA,HiSP,0,Graduate,1465297,0,1465297,63,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Himachal Swabhiman Party
Surneder Singh Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=70,JOGINDERNAGAR,LJP,0,Post Graduate,91142,400000,-308858,31,GEN,MANDI,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Sushil Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=9,BHATTIYAT,IND,0,10th Pass,1117000,250000,867000,5,GEN,CHAMBA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Sushil Kumar Kalia,http://myneta.info/hp2012/candidate.php?candidate_id=284,GAGRET,BJP,0,10th Pass,1310500,0,1310500,42,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Tara Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=462,SERAJ,INC,0,Post Graduate,17739309,572500,17166809,29,GEN,MANDI,BEAS RIVER REGION,true,true,false,Female,NA,NA,NA,NA,NA,NA,Indian National Congress
Tarsem Bharti,http://myneta.info/hp2012/candidate.php?candidate_id=56,SHIMLA,IND,0,Not Given,17417356,9161159,8256197,63,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Tej Singh,http://myneta.info/hp2012/candidate.php?candidate_id=383,BANJAR,LJP,0,5th Pass,306000,0,306000,24,GEN,KULLU,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Tejwant Negi,http://myneta.info/hp2012/candidate.php?candidate_id=37,KINNAUR (ST),BJP,0,Graduate,34535472,1342635,33192837,68,ST,KINNAUR,GREATER HIMALAYAS,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=37&id2=133,34535472,10065000,24470472,243%,PAN is Different,Bharatiya Janata Party
Tek Chand Dogra,http://myneta.info/hp2012/candidate.php?candidate_id=196,NACHAN (SC),INC,0,Others,4850177,0,4850177,28,SC,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Thakur Singh Bharmourie,http://myneta.info/hp2012/candidate.php?candidate_id=367,BHARMOUR (ST),INC,0,Graduate,31954377,1500000,30454377,2,ST,CHAMBA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Thakur Surender Pal,http://myneta.info/hp2012/candidate.php?candidate_id=202,JOGINDERNAGAR,INC,0,10th Pass,8936635,606580,8330055,31,GEN,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Tikender Panwar,http://myneta.info/hp2012/candidate.php?candidate_id=161,SHIMLA,CPM,2,Graduate,30580584,400000,30180584,63,GEN,SHIMLA,SHIMLA REGION,false,false,true,Male,NA,NA,NA,NA,NA,NA,Communist Party of India (Marxist)
Tilak Raj,http://myneta.info/hp2012/candidate.php?candidate_id=48,BAIJNATH (SC),IND,1,12th Pass,16285000,2577000,13708000,20,SC,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Tilak Raj,http://myneta.info/hp2012/candidate.php?candidate_id=297,INDORA (SC),NCP,0,8th Pass,11260000,0,11260000,7,SC,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Tilak Raj,http://myneta.info/hp2012/candidate.php?candidate_id=228,DALHOUSIE,CPI,1,12th Pass,6419722,0,6419722,4,GEN,CHAMBA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Communist Party of India
Udho Ram,http://myneta.info/hp2012/candidate.php?candidate_id=472,BAIJNATH (SC),HLP,0,10th Pass,2066600,0,2066600,20,SC,KANGRA,BEAS RIVER REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Himachal Lokhit Party
Urmil Thakur,http://myneta.info/hp2012/candidate.php?candidate_id=118,SUJANPUR,BJP,0,Graduate,22949755,0,22949755,37,GEN,HAMIRPUR,SHIVALIK REGION,false,true,false,Female,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=118&id2=49,22949755,7643943,15305812,200%,Age Difference=3 PAN was missing last time,Bharatiya Janata Party
Vidya,http://myneta.info/hp2012/candidate.php?candidate_id=385,THEOG,INC,0,Graduate,80511841,1300000,79211841,61,GEN,SHIMLA,SHIMLA REGION,true,true,false,Female,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=385&id2=127,80511841,9767801,70744040,724%,NA,Indian National Congress
Vijay,http://myneta.info/hp2012/candidate.php?candidate_id=112,LAHAUL AND SPITI (ST),BSP,0,8th Pass,682000,150000,532000,21,ST,LAHAUL & SPITI,GREATER HIMALAYAS,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Vijay Jayoti,http://myneta.info/hp2012/candidate.php?candidate_id=213,KASUMPTI,IND,0,10th Pass,72307000,6100000,66207000,62,GEN,SHIMLA,SHIMLA REGION,false,false,false,Female,NA,NA,NA,NA,NA,NA,Independent
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=371,JAISINGHPUR (SC),LJP,0,10th Pass,82459,0,82459,13,SC,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=405,DEHRA,IND,0,10th Pass,4583000,1300000,3283000,10,GEN,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Independent
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=33,JHANDUTA (SC),IND,0,Post Graduate,180000,0,180000,46,SC,BILASPUR,SHIVALIK REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=288,GAGRET,SHS,0,5th Pass,253500,290000,-36500,42,GEN,UNA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Shivsena
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=419,NAHAN,SP,0,Graduate,15990348,550000,15440348,56,GEN,SIRMOUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Samajwadi Party
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=543,KANGRA,BSP,0,12th Pass,1868000,25000,1843000,16,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=66,BAIJNATH (SC),NCP,1,12th Pass,101500,50000,51500,20,SC,KANGRA,BEAS RIVER REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Nationalist Congress Party
Vijay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=489,NADAUN,BJP,0,Post Graduate,7074108,0,7074108,40,GEN,HAMIRPUR,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Vijay Singh,http://myneta.info/hp2012/candidate.php?candidate_id=414,ARKI,IND,0,8th Pass,4508969,0,4508969,50,GEN,SOLAN,SHIVALIK REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Independent
Vijay Singh,http://myneta.info/hp2012/candidate.php?candidate_id=427,SHAHPUR,INC,0,Graduate,22900577,0,22900577,17,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Vinay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=89,SRI RENUKAJI (SC),INC,1,10th Pass,10637000,3783000,6854000,57,SC,SIRMOUR,SHIVALIK REGION,true,true,true,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Vinay Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=584,THEOG,BSP,0,12th Pass,100000,0,100000,61,GEN,SHIMLA,SHIMLA REGION,false,true,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Vinod Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=30,NACHAN (SC),BJP,0,12th Pass,1645877,49000,1596877,28,SC,MANDI,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Bharatiya Janata Party
Vinod Kumari,http://myneta.info/hp2012/candidate.php?candidate_id=271,DOON,BJP,0,12th Pass,41225455,1400000,39825455,52,GEN,SOLAN,SHIVALIK REGION,true,true,false,Female,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=271&id2=35,41225455,28057717,13167738,47%,NA,Bharatiya Janata Party
Vinod Sultanpuri,http://myneta.info/hp2012/candidate.php?candidate_id=336,KASAULI (SC),INC,0,Graduate Professional,39869185,300000,39569185,54,SC,SOLAN,SHIVALIK REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Vipat Raj,http://myneta.info/hp2012/candidate.php?candidate_id=11,HAMIRPUR,BSP,0,Graduate Professional,697653,0,697653,38,GEN,HAMIRPUR,SHIVALIK REGION,false,false,false,Male,NA,NA,NA,NA,NA,NA,Bahujan Samaj Party
Vipin Kumar,http://myneta.info/hp2012/candidate.php?candidate_id=431,SHAHPUR,LJP,0,10th Pass,950485,270000,680485,17,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Lok Janshakti Party
Vipin Singh Parmar,http://myneta.info/hp2012/candidate.php?candidate_id=108,SULLAH,BJP,0,Graduate Professional,9942016,493320,9448696,14,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=108&id2=69,9942016,902000,9040016,1002%,NA,Bharatiya Janata Party
Virbhadra Singh,http://myneta.info/hp2012/candidate.php?candidate_id=221,SHIMLA RURAL,INC,1,Post Graduate,340014971,2402720,337612251,64,GEN,SHIMLA,SHIMLA REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=221&id2=81,340014971,241897362,98117609,41%,PAN is Different,Indian National Congress
Virender Kanwar,http://myneta.info/hp2012/candidate.php?candidate_id=363,KUTLEHAR,BJP,0,Graduate Professional,7687681,2100000,5587681,45,GEN,UNA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=363&id2=123,7687681,2015000,5672681,282%,NA,Bharatiya Janata Party
Yadvinder Goma,http://myneta.info/hp2012/candidate.php?candidate_id=150,JAISINGHPUR (SC),INC,0,Graduate Professional,522000,800000,-278000,13,SC,KANGRA,BEAS RIVER REGION,true,true,false,Male,NA,NA,NA,NA,NA,NA,Indian National Congress
Yog Raj,http://myneta.info/hp2012/candidate.php?candidate_id=410,DEHRA,IND,0,Graduate,6372000,1611000,4761000,10,GEN,KANGRA,BEAS RIVER REGION,true,true,false,Male,http://myneta.info/hp2012/index.php?action=affidavitComparison&myneta_folder2=him2007&id1=410&id2=91,6372000,659000,5713000,867%,PAN was missing last time Party in last election was INC,Independent
