candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender,recontest_url,recontest_assets_this,recontest_assets_last,recontest_assets_change,recontest_assets_change_pct,recontest_remarks
Amuloju Rama Mohan Rao,http://myneta.info/andhra2014/candidate.php?candidate_id=4009,VISAKHAPATNAM SOUTH,IND,0,Post Graduate,2700000,1000000,1700000,141,GEN,VISHAKAPATNAM,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Amzath Basha Shaik Bepari,http://myneta.info/andhra2014/candidate.php?candidate_id=2430,KADAPA,Yuvajana Sramika Rythu Congress Party,1,12th Pass,33038529,13290668,19747861,245,GEN,KADAPA,RAYALA SEEMA,TRUE,TRUE,FALSE,Male,,,,,,
Anagani Satya Prasad,http://myneta.info/andhra2014/candidate.php?candidate_id=2753,REPALLE,TDP,0,Graduate,23544813,7898668,15646145,209,GEN,GUNTUR,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anam Chenchu Subba Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=3478,NELLORE CITY,INC,0,Graduate Professional,29679000,5000000,24679000,236,GEN,NELLORE,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anam Jaya Kumar Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=3483,NELLORE CITY,Jai Samaikyandhra Party,0,Post Graduate,27707488,906965,26800523,236,GEN,NELLORE,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anam Ramanarayana Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=3429,ATMAKUR,INC,1,Graduate Professional,43753625,28329,43725296,234,GEN,NELLORE,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anam Sanjeeva Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=2642,GURAJALA,INC,0,12th Pass,55652000,8750000,46902000,219,GEN,GUNTUR,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anam Vijaya Kumar Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=3497,NELLORE RURAL,INC,0,Post Graduate,26654997,0,26654997,237,GEN,NELLORE,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anantha Karunakar Babu,http://myneta.info/andhra2014/candidate.php?candidate_id=3310,KODUMUR,Jai Samaikyandhra Party,0,12th Pass,637000,383497,253503,262,SC,KURNOOL,RAYALA SEEMA,FALSE,TRUE,FALSE,Male,,,,,,
Anantha Lakshmi Pilli,http://myneta.info/andhra2014/candidate.php?candidate_id=3154,KAKINADA RURAL,TDP,0,10th Pass,58599334,700000,57899334,157,GEN,EAST GODAVARI,COASTAL ANDHRA,TRUE,TRUE,FALSE,Female,,,,,,
Anantha Sarma,http://myneta.info/andhra2014/candidate.php?candidate_id=2346,TIRUPATI,IND,0,Others,111000,0,111000,286,GEN,CHITTOOR,RAYALA SEEMA,FALSE,TRUE,FALSE,Male,,,,,,
Ananthavarapu Venkata Subramanya Chari,http://myneta.info/andhra2014/candidate.php?candidate_id=2638,GURAJALA,IND,0,10th Pass,83000,0,83000,219,GEN,GUNTUR,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Andra Baba,http://myneta.info/andhra2014/candidate.php?candidate_id=3765,SALUR,INC,0,Graduate Professional,1897000,0,1897000,132,ST,VIZIANAGARAM,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Angalakurthi Manohararao,http://myneta.info/andhra2014/candidate.php?candidate_id=4240,KONDAPI,IND,0,Graduate Professional,475000,0,475000,229,SC,PRAKASAM,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Angati Apparao,http://myneta.info/andhra2014/candidate.php?candidate_id=4008,VISAKHAPATNAM SOUTH,IND,0,10th Pass,5011500,0,5011500,141,GEN,VISHAKAPATNAM,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Anil Kumar Poluboina,http://myneta.info/andhra2014/candidate.php?candidate_id=3482,NELLORE CITY,Yuvajana Sramika Rythu Congress Party,1,Graduate Professional,34702682,0,34702682,236,GEN,NELLORE,COASTAL ANDHRA,TRUE,TRUE,FALSE,Male,,,,,,
Anisetti Surya Prakash Reddy,http://myneta.info/andhra2014/candidate.php?candidate_id=4169,PITHAPURAM,AAP,0,Post Graduate,149324,0,149324,156,GEN,EAST GODAVARI,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Anita Sakuru,http://myneta.info/andhra2014/candidate.php?candidate_id=4021,BIMILI,IND,0,Post Graduate,55701050,1000000,54701050,139,GEN,VISHAKAPATNAM,COASTAL ANDHRA,TRUE,TRUE,FALSE,Female,,,,,,
Anitha Nekkanti,http://myneta.info/andhra2014/candidate.php?candidate_id=3572,ACHANTA,Pyramid Party of India,0,10th Pass,4235000,100000,4135000,175,GEN,WEST GODAVARI,COASTAL ANDHRA,FALSE,TRUE,FALSE,Female,,,,,,
Anjaiah Jala,http://myneta.info/andhra2014/candidate.php?candidate_id=4277,SANTHANUTHALAPADU,CPM,2,12th Pass,659000,712000,-53000,226,SC,PRAKASAM,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Anjaneyulu Chilakala,http://myneta.info/andhra2014/candidate.php?candidate_id=2305,TIRUPATI,IND,0,Post Graduate,5925173,1228727,4696446,286,GEN,CHITTOOR,RAYALA SEEMA,TRUE,TRUE,FALSE,Male,,,,,,
Anjaneyulu Kondaveeti,http://myneta.info/andhra2014/candidate.php?candidate_id=2545,CHILAKALURIPET,IND,0,5th Pass,1102000,0,1102000,215,GEN,GUNTUR,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Ankam Nageswara Rao ( Gopi),http://myneta.info/andhra2014/candidate.php?candidate_id=3226,RAJANAGARAM,INC,1,10th Pass,10399736,3000000,7399736,168,GEN,EAST GODAVARI,COASTAL ANDHRA,TRUE,TRUE,TRUE,Male,,,,,,
Ankamma Rao Thammisetty,http://myneta.info/andhra2014/candidate.php?candidate_id=2711,PEDAKURAPADU,BSP,0,5th Pass,30500,0,30500,204,GEN,GUNTUR,COASTAL ANDHRA,FALSE,FALSE,FALSE,Male,,,,,,
Anke Kullayappa,http://myneta.info/andhra2014/candidate.php?candidate_id=1863,ANANTAPUR URBAN,BSP,0,8th Pass,195000,0,195000,272,GEN,ANANTAPUR,RAYALA SEEMA,FALSE,TRUE,FALSE,Male,,,,,,
Ankem Murali Krishna,http://myneta.info/andhra2014/candidate.php?candidate_id=3935,VIJAYAWADA WEST,IND,0,Graduate Professional,397000,0,397000,198,GEN,KRISHNA,COASTAL ANDHRA,FALSE,TRUE,FALSE,Male,,,,,,
Ankum Vijayaw,http://myneta.info/andhra2014/candidate.php?candidate_id=3356,PATTIKONDA,Jai Samaikyandhra Party,0,12th Pass,730000,300000,430000,261,GEN,KURNOOL,RAYALA SEEMA,FALSE,FALSE,FALSE,Female,,,,,,
Anna Rambabu,http://myneta.info/andhra2014/candidate.php?candidate_id=4201,GIDDALUR,TDP,1,Graduate,275144349,9939466,265204883,231,GEN,PRAKASAM,COASTAL ANDHRA,TRUE,TRUE,TRUE,Male,,,,,,
