candidate_name,url,constituency,party,criminal_cases,education,assets,liabilities,net_assets,ac_no,reservations,district,sub_region,filed_itr,declared_pan,serious_criminal_cases,gender
A. H. SCOTT LYNGDOH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=70,Jaiaw,INC,0,Graduate,6679578,0,6679578,19,ST,NA,NA,,false,false,Male
A.L. HEK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=71,Pynthorumkhrah,BJP,0,12th Pass,3952890,5272620,-1319730,18,GEN,NA,NA,,false,false,Male
ABDUS SALEH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=5,Mahendraganj,INC,0,Graduate,3164815,0,3164815,60,GEN,NA,NA,,true,false,Male
ABU TAHER MONDAL,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=103,Phulbari,IND,0,Graduate Professional,2274053,264500,2009553,48,GEN,NA,NA,,true,false,Male
ADMIRAL K. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=90,Dalamgiri,NCP,0,12th Pass,7476800,20000,7456800,56,ST,NA,NA,,false,false,Male
ADOLF LU HITLER R. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=109,Rangsakona,NCP,0,12th Pass,18068801,5937000,12131801,57,ST,NA,NA,,false,false,Male
AIDALIS RANEE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=178,Nongspung,LJP,0,Post Graduate,24000,0,24000,13,ST,NA,NA,,false,false,Male
ALBERT A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=240,Tura,BJP,0,Graduate,84805,113000,-28195,52,ST,NA,NA,,false,false,Male
ALEXANDER MARWEIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=147,Mawkyrwat,LJP,0,12th Pass,191500,0,191500,32,ST,NA,NA,,false,false,Male
ALOYSIUS ARENGH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=221,Mawsynram,IND,0,Graduate,592521,0,592521,31,ST,NA,NA,,false,false,Male
ANDREAS T.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=243,Rongram,IND,0,Graduate,233325,0,233325,51,ST,NA,NA,,false,false,Male
ARDENT MILLER BASAIAWMOIT,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=57,Nongkrem,UDP,0,Graduate,4438977,0,4438977,26,ST,NA,NA,,false,false,Male
ARJUN KR. HAJONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=333,Selsella,BJP,0,10th Pass,552500,0,552500,50,ST,NA,NA,,false,false,Male
ARJUN W. MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=270,Baghmara,INC,0,Graduate,520025,0,520025,37,ST,NA,NA,,false,false,Male
ARLENE N SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=127,Chokpot,UDP,0,Post Graduate,568032,220000,348032,53,ST,NA,NA,,false,false,Female
ASHAHEL D.SHIRA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=102,Rajabala,NCP,0,12th Pass,38325385,3061000,35264385,49,ST,NA,NA,,false,false,Male
ATUL C. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=245,Selsella,IND,0,10th Pass,4734431,97000,4637431,50,ST,NA,NA,,false,false,Male
AUGUSTINE D.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=107,Dadenggiri,INC,0,12th Pass,1221450,20000,1201450,46,ST,NA,NA,,false,false,Male
AZIZUL ZAMAN EBNE AKRAM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=321,Phulbari,IND,0,Post Graduate,57000,0,57000,48,GEN,NA,NA,,false,false,Male
B. BIRES NONGSIEJ,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=146,Mawkyrwat,UDP,0,Graduate Professional,5700000,0,5700000,32,ST,NA,NA,,false,false,Male
B.M. LANONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=75,Malki-Nongthymmai,UDP,0,Graduate Professional,3815000,150000,3665000,16,ST,NA,NA,,false,false,Male
BALAJIED RANEE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=159,Jirang,IND,0,Graduate,0,0,0,11,ST,NA,NA,,false,false,Male
BALIOS SWER,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=141,Rymbai,UDP,0,Graduate,150250,0,150250,2,ST,NA,NA,,false,false,Male
BALTASAR NONGLANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=302,Langrin,LJP,0,Others,145000,0,145000,35,ST,NA,NA,,false,false,Male
BANDONBOK PYNGROPE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=190,Sohryngkham,LJP,0,12th Pass,1768480,0,1768480,24,ST,NA,NA,,false,false,Male
BANRI KUPAR WAHLANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=195,Laban,UDP,0,12th Pass,257747,147500,110247,22,GEN,NA,NA,,false,false,Male
BASIL LAMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=306,Malki-Nongthymmai,BJP,0,12th Pass,249000,42000,207000,16,ST,NA,NA,,false,false,Male
BECKSTER SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=106,Rongchugiri,INC,0,Graduate,2047132,0,2047132,47,ST,NA,NA,,false,false,Male
BENINSTAND G MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=44,Mendipathar,UDP,0,Graduate,8690401,837952,7852449,41,ST,NA,NA,,false,false,Male
BIDUR A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=228,Tikrikilla,BJP,0,12th Pass,25490,14000,11490,45,ST,NA,NA,,false,false,Male
BILLY KID A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=96,Tura,IND,0,12th Pass,4254209,432262,3821947,52,ST,NA,NA,,false,false,Male
BINOD KR JOSHI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=66,Mawprem,INC,0,Graduate Professional,188852,211265,-22413,21,GEN,NA,NA,,true,false,Male
BINOY KUMAR GHOSH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=251,Phulbari,IND,0,10th Pass,3583604,0,3583604,48,GEN,NA,NA,,true,false,Male
BISON PASLEIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=343,Sutnga-Shangpung,KHNAM,0,10th Pass,4090000,0,4090000,3,ST,NA,NA,,false,false,Male
BLAN CLEVER SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=289,Dalamgiri,IND,0,12th Pass,1595000,0,1595000,56,ST,NA,NA,,false,false,Male
BLASSIUS KHARSYNTIEW,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=310,Mawsynram,MDP,0,12th Pass,349000,0,349000,31,ST,NA,NA,,false,false,Male
BOLDNESS L.NONGUM,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=24,Mairang,INC,0,Post Graduate,509130,0,509130,12,ST,NA,NA,,false,false,Male
BOMBERSINGH HYNNIEWTA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=214,Mylliem,HPDP,0,10th Pass,1566564,0,1566564,15,ST,NA,NA,,false,false,Male
BOSTON MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=4,Salmanpura,IND,0,Post Graduate,15000,0,15000,59,ST,NA,NA,,false,false,Male
BRENING A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=94,Kherapara,INC,0,12th Pass,48723686,0,48723686,54,ST,NA,NA,,false,false,Male
BRENZIELD CH.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=327,Rongram,IND,0,12th Pass,3781976,0,3781976,51,ST,NA,NA,,false,false,Male
BRIGADY MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=174,Bajengdoba,UDP,0,12th Pass,1948317,0,1948317,44,ST,NA,NA,,false,false,Male
BUDSHELL MARBANIANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=144,Mairang,HPDP,0,12th Pass,610745,0,610745,12,ST,NA,NA,,false,false,Male
CAMILLUS ALBERT LAMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=131,War-Jaintia,KHNAM,0,Graduate,1389124,0,1389124,1,ST,NA,NA,,false,false,Male
CELESTINA LAMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=192,Mawlai,NCP,0,Post Graduate,8157500,1654323,6503177,23,ST,NA,NA,,false,false,Female
CHAMBERLINE B. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=48,Bajengdoba,INC,0,Post Graduate,2504575,0,2504575,44,ST,NA,NA,,false,false,Male
CHARANSIGH MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=173,Resubelpara,IND,0,12th Pass,211826,0,211826,42,ST,NA,NA,,false,false,Male
CHARLES DUNCAN WALLANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=206,Pynthorumkhrah,UDP,0,12th Pass,1500000,0,1500000,18,GEN,NA,NA,,false,false,Male
CHARLES PYNGROPE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=59,Sohryngkham,INC,0,Graduate,37705845,432876,37272969,24,ST,NA,NA,,false,false,Male
CHENANG CH. MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=169,Mawthengkut,NCP,0,12th Pass,266000,0,266000,36,ST,NA,NA,,false,false,Male
CHRIS KABUL A. SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=291,Dalu,LJP,0,Graduate,1580000,0,1580000,55,ST,NA,NA,,false,false,Male
CHRISTINA MAJAW,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=182,Lyngkyrdem,LJP,0,12th Pass,15000,0,15000,27,ST,NA,NA,,false,false,Male
CLEMENT MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=100,Selsella,INC,0,10th Pass,2546333,0,2546333,50,ST,NA,NA,,false,false,Male
CLEMENT MAWLONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=216,Sohiong,LJP,0,Graduate Professional,1120486,0,1120486,14,ST,NA,NA,,false,false,Male
CLEMENT MOMIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=2,Ampatigiri,NCP,0,Graduate,325381,0,325381,58,ST,NA,NA,,false,false,Male
CLEMENT SHADAP,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=152,Mawhati,NCP,0,Graduate,4945000,0,4945000,8,ST,NA,NA,,false,false,Male
CLIFFORD MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=8,Chokpot,GNC,0,Graduate,226423,0,226423,53,ST,NA,NA,,false,false,Male
COMINGONE YMBON,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=11,Raliang,INC,0,8th Pass,12131181,0,12131181,4,ST,NA,NA,,false,false,Male
COMMILLIUS KOMON MAWIONG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=295,Jirang,HPDP,0,8th Pass,3585000,0,3585000,11,ST,NA,NA,,false,false,Male
CONRAD KONGKAL SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=99,Selsella,NCP,0,Post Graduate,8397477,0,8397477,50,ST,NA,NA,,false,false,Male
CREBILSON MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=246,Selsella,IND,0,12th Pass,139000,0,139000,50,ST,NA,NA,,false,false,Male
CRINATHSON A.SANGMA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=242,Rongram,IND,0,Graduate,11655916,0,11655916,51,ST,NA,NA,,false,false,Male
CYRUS TANGSENG D. SHIRA,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=239,Tura,INC,0,12th Pass,1002600,0,1002600,52,ST,NA,NA,,false,false,Male
D. PLASLANDING IANGJUH,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=219,Mawsynram,UDP,0,Graduate,10200000,0,10200000,31,ST,NA,NA,,false,false,Male
DARLING WAVEL LAMARE,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=137,Nongbah-Wahiajer,HPDP,0,10th Pass,515000,0,515000,6,ST,NA,NA,,false,false,Male
DAVID CH.MARAK,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=257,Dadenggiri,IND,0,12th Pass,3100000,80000,3020000,46,ST,NA,NA,,false,false,Male
DAVID HAMAR MARWEIN,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=40,Nongstoin,IND,0,Graduate,18428531,0,18428531,34,ST,NA,NA,,false,false,Male
DAVID KHARSATI,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=189,Sohryngkham,UDP,0,12th Pass,1951803,66262,1885541,24,ST,NA,NA,,false,false,Male
DENINGTON MARBANIANG,http://myneta.info/2008Meghalaya/candidate.php?candidate_id=155,Umroi,MDP,0,12th Pass,1470000,0,1470000,9,ST,NA,NA,,false,false,Male
